교재,레벨,구간,Chapter,영어,뜻
절대수능-map,Basic,Basic2,8,commit,(엄숙히) 약속하다
절대수능-map,Basic,Basic2,8,ancient,고대의
절대수능-map,Basic,Basic2,8,transaction,거래
절대수능-map,Basic,Basic2,8,prepare,준비하다
절대수능-map,Basic,Basic2,8,suffer,"(고통, 손해를) 입다, 받다"
절대수능-map,Basic,Basic2,8,vary ,"(상황에 따라) 달라지다, 다르다"
절대수능-map,Basic,Basic2,8,discord,"불일치, 불화"
절대수능-map,Basic,Basic2,8,dictate,"명령, 지시"
절대수능-map,Basic,Basic2,8,immediate ,인접한
절대수능-map,Basic,Basic2,8,parallel,"유사한, 같은 종류의"
절대수능-map,Basic,Basic2,8,face,직면하다
절대수능-map,Basic,Basic2,8,overcome ,극복하다
절대수능-map,Basic,Basic2,8,loss,상실
절대수능-map,Basic,Basic2,8,seize,압수하다
절대수능-map,Basic,Basic2,8,flight ,"비행, 항공편"
절대수능-map,Basic,Basic2,9,address ,호칭하다
절대수능-map,Basic,Basic2,9,patience,"인내, 인내심"
절대수능-map,Basic,Basic2,9,opposite ,반대의
절대수능-map,Basic,Basic2,9,recommend,추천하다
절대수능-map,Basic,Basic2,9,personal ,개인적인
절대수능-map,Basic,Basic2,9,effect,영향
절대수능-map,Basic,Basic2,9,facilitate,"촉진하다, 용이하게 하다"
절대수능-map,Basic,Basic2,9,combination ,결합
절대수능-map,Basic,Basic2,9,defend ,방어하다
절대수능-map,Basic,Basic2,9,last,지속되다
절대수능-map,Basic,Basic2,9,donation,"기부, 기부금"
절대수능-map,Basic,Basic2,9,boost,"북돋다, 증진시키다"
절대수능-map,Basic,Basic2,9,surround,둘러싸다
절대수능-map,Basic,Basic2,9,ideally ,이상적으로
절대수능-map,Basic,Basic2,9,pleasant,기분 좋은
절대수능-map,Basic,Basic2,9,imperial,"제국의, 황제의"
절대수능-map,Basic,Basic2,9,purify,정화하다
절대수능-map,Basic,Basic2,9,praise,칭찬
절대수능-map,Basic,Basic2,9,hatch ,부화하다
절대수능-map,Basic,Basic2,9,renovate,"수리하다, 개조하다"
절대수능-map,Basic,Basic2,9,standard,일반적인
절대수능-map,Basic,Basic2,9,compliment,칭찬하다
절대수능-map,Basic,Basic2,9,analyze ,분석하다
절대수능-map,Basic,Basic2,9,fate,운명
절대수능-map,Basic,Basic2,9,reptile ,파충류
절대수능-map,Basic,Basic2,9,quarrel,언쟁하다
절대수능-map,Basic,Basic2,9,combine ,"갖추다, 겸(비)하다 "
절대수능-map,Basic,Basic2,9,confirm,확인하다
절대수능-map,Basic,Basic2,9,rebellion,"반란, 폭동  "
절대수능-map,Basic,Basic2,9,unusual ,특이한
절대수능-map,Basic,Basic2,9,habitat ,"거주, 서식지"
절대수능-map,Basic,Basic2,9,nutrition ,영양
절대수능-map,Basic,Basic2,9,aspect ,측면
절대수능-map,Basic,Basic2,9,total,총 ~이 되다
절대수능-map,Basic,Basic2,9,consumption ,섭취
절대수능-map,Basic,Basic2,9,attach,첨부하다
절대수능-map,Basic,Basic2,9,generate,"발생시키다, 만들어 내다"
절대수능-map,Basic,Basic2,9,encounter,(반갑지 않은 일에) 부딪치다
절대수능-map,Basic,Basic2,9,appreciation ,감사 
절대수능-map,Basic,Basic2,9,untruthful ,진실이 아닌
절대수능-map,Basic,Basic2,9,exclusively,독점적으로
절대수능-map,Basic,Basic2,9,exposure ,노출
절대수능-map,Basic,Basic2,9,specific,특정한
절대수능-map,Basic,Basic2,9,allocate,할당하다
절대수능-map,Basic,Basic2,9,awe ,경외심을 갖게 하다
절대수능-map,Basic,Basic2,9,morality,도덕(성)
절대수능-map,Basic,Basic2,9,engagement,참여
절대수능-map,Basic,Basic2,9,universal,보편적인 
절대수능-map,Basic,Basic2,9,heighten,고조시키다
절대수능-map,Basic,Basic2,9,injustice ,"부당함, 불평등 "
절대수능-map,Basic,Basic2,9,concentration ,농도
절대수능-map,Basic,Basic2,9,reduction,"감소, 축소"
절대수능-map,Basic,Basic2,9,separate,분리되다 
절대수능-map,Basic,Basic2,9,alter,바꾸다
절대수능-map,Basic,Basic2,9,reluctant,꺼려 하는
절대수능-map,Basic,Basic2,9,wonder,기적
절대수능-map,Basic,Basic2,9,theory,이론
절대수능-map,Basic,Basic2,9,iconic,상징적인
절대수능-map,Basic,Basic2,9,common,흔한
절대수능-map,Basic,Basic2,9,inclusive,~이 포함된
절대수능-map,Basic,Basic2,9,command ,명령하다 
절대수능-map,Basic,Basic2,9,report,"알리다, 보고하다"
절대수능-map,Basic,Basic2,9,similarly,마찬가지로
절대수능-map,Basic,Basic2,9,depression ,우울증
절대수능-map,Basic,Basic2,9,optimal,최적의 
절대수능-map,Basic,Basic2,9,propose,제안하다
절대수능-map,Basic,Basic2,9,collapse,"몰락, 멸망"
절대수능-map,Basic,Basic2,9,sincere ,진심 어린 
절대수능-map,Basic,Basic2,9,emit,"내다, 내뿜다"
절대수능-map,Basic,Basic2,9,exclusive,독점적인
절대수능-map,Basic,Basic2,9,destination,목적지
절대수능-map,Basic,Basic2,9,suggestion,"제안, 의견"
절대수능-map,Basic,Basic2,9,contestant ,참가자
절대수능-map,Basic,Basic2,9,research,연구
절대수능-map,Basic,Basic2,9,capture,잡다
절대수능-map,Basic,Basic2,9,expert,전문가 
절대수능-map,Basic,Basic2,9,honest ,솔직한 
절대수능-map,Basic,Basic2,9,scholarship,장학금
절대수능-map,Basic,Basic2,9,integrative,통합적인 
절대수능-map,Basic,Basic2,9,reproduce ,번식하다
절대수능-map,Basic,Basic2,10,cheer,"응원하다, 힘을 북돋우다"
절대수능-map,Basic,Basic2,10,sight ,풍경
절대수능-map,Basic,Basic2,10,conceive,상상하다
절대수능-map,Basic,Basic2,10,blessing,행운
절대수능-map,Basic,Basic2,10,disconnect,분리하다 
절대수능-map,Basic,Basic2,10,organ ,장기 (기관)
절대수능-map,Basic,Basic2,10,unfortunately,불행하게도
절대수능-map,Basic,Basic2,10,refuse ,거부하다 
절대수능-map,Basic,Basic2,10,approach ,다가가다
절대수능-map,Basic,Basic2,10,admire ,감탄하며 바라보다
절대수능-map,Basic,Basic2,10,characterize,~의 특성을 묘사하다
절대수능-map,Basic,Basic2,10,stick,붙이다
절대수능-map,Basic,Basic2,10,conflicting ,상충되는 
절대수능-map,Basic,Basic2,10,spout,"내뿜다, 분출하다"
절대수능-map,Basic,Basic2,10,ritualized,의례적인
절대수능-map,Basic,Basic2,10,declare,선언하다
절대수능-map,Basic,Basic2,10,utilize,"활용하다, 이용하다"
절대수능-map,Basic,Basic2,10,automatic,자동의
절대수능-map,Basic,Basic2,10,ability,능력
절대수능-map,Basic,Basic2,10,guilty,죄책감이 드는
절대수능-map,Basic,Basic2,10,innovative,혁신적인
절대수능-map,Basic,Basic2,10,contributor,"기부자, 원인 제공자"
절대수능-map,Basic,Basic2,10,stationary,고정된
절대수능-map,Basic,Basic2,10,seeming,"겉보기의, 외관상의"
절대수능-map,Basic,Basic2,10,assistance,도움
절대수능-map,Basic,Basic2,10,boundary,경계
절대수능-map,Basic,Basic2,10,star ,"(영화, 연극 등에서) 주연을 맡다"
절대수능-map,Basic,Basic2,10,aggression,공격(성)
절대수능-map,Basic,Basic2,10,recall,회상하다
절대수능-map,Basic,Basic2,10,beat,(게임・시합에서) 이기다
절대수능-map,Basic,Basic2,10,authentic,"진짜인, 진품인 "
절대수능-map,Basic,Basic2,10,undermine,약화시키다
절대수능-map,Basic,Basic2,10,identity ,신분
절대수능-map,Basic,Basic2,10,competition ,대회
절대수능-map,Basic,Basic2,10,psychologist,심리학자
절대수능-map,Basic,Basic2,10,contact,연락하다
절대수능-map,Basic,Basic2,10,storage,보관
절대수능-map,Basic,Basic2,10,additional,추가적인
절대수능-map,Basic,Basic2,10,secure ,확보하다
절대수능-map,Basic,Basic2,10,exceed,"초월하다, 넘어서다"
절대수능-map,Basic,Basic2,10,marvelous ,놀라운
절대수능-map,Basic,Basic2,10,medical ,의료의 
절대수능-map,Basic,Basic2,10,exhausting ,기진맥진하게 만드는
절대수능-map,Basic,Basic2,10,casually ,간편하게
절대수능-map,Basic,Basic2,10,humble,겸손한
절대수능-map,Basic,Basic2,10,compact,작은
절대수능-map,Basic,Basic2,10,ironic,반어적인
절대수능-map,Basic,Basic2,10,portable,휴대 가능한
절대수능-map,Basic,Basic2,10,institute,제정하다
절대수능-map,Basic,Basic2,10,neglect,방치하다
절대수능-map,Basic,Basic2,10,awareness ,인식
절대수능-map,Basic,Basic2,10,patent,특허권
절대수능-map,Basic,Basic2,10,remarkable ,놀라운
절대수능-map,Basic,Basic2,10,fruition,결실 
절대수능-map,Basic,Basic2,10,countless ,무수한 
절대수능-map,Basic,Basic2,10,awful,끔찍한
절대수능-map,Basic,Basic2,10,regretfully,유감스러운 듯
절대수능-map,Basic,Basic2,10,complain ,불평하다
절대수능-map,Basic,Basic2,10,decrease ,감소하다
절대수능-map,Basic,Basic2,10,radically,근본적으로
절대수능-map,Basic,Basic2,10,expectation,기대
절대수능-map,Basic,Basic2,10,violently,격렬하게 
절대수능-map,Basic,Basic2,10,modify,"수정하다, 바꾸다 "
절대수능-map,Basic,Basic2,10,legendary ,전설적인
절대수능-map,Basic,Basic2,10,horrific ,끔찍한
절대수능-map,Basic,Basic2,10,weave ,"엮다, 짜서 만들다"
절대수능-map,Basic,Basic2,10,altitude ,고도
절대수능-map,Basic,Basic2,10,currently ,현재
절대수능-map,Basic,Basic2,10,recover ,회복하다
절대수능-map,Basic,Basic2,10,spatial,"공간의, 공간적인"
절대수능-map,Basic,Basic2,10,proceedings ,(일련의) 일
절대수능-map,Basic,Basic2,10,professional ,프로의 
절대수능-map,Basic,Basic2,10,boredom,지루함
절대수능-map,Basic,Basic2,10,hasten,서둘러 하다
절대수능-map,Basic,Basic2,10,occupation ,직업 
절대수능-map,Basic,Basic2,10,multiple ,"많은, 다수의"
절대수능-map,Basic,Basic2,10,cooperation,"협력, 협동"
절대수능-map,Basic,Basic2,10,linger,남다
절대수능-map,Basic,Basic2,10,source,원천
절대수능-map,Basic,Basic2,10,embrace ,포옹하다
절대수능-map,Basic,Basic3,1,receive,받다
절대수능-map,Basic,Basic3,1,loss,죽음
절대수능-map,Basic,Basic3,1,damaged,손상된
절대수능-map,Basic,Basic3,1,stereotype,고정 관념
절대수능-map,Basic,Basic3,1,soar,급증하다
절대수능-map,Basic,Basic3,1,embrace,포옹하다
절대수능-map,Basic,Basic3,1,root,뿌리를 내리다
절대수능-map,Basic,Basic3,1,reveal,드러내다
절대수능-map,Basic,Basic3,1,additional,추가적인
절대수능-map,Basic,Basic3,1,quality,품질
절대수능-map,Basic,Basic3,1,raname,새로 이름 짓다
절대수능-map,Basic,Basic3,1,gender,성
절대수능-map,Basic,Basic3,1,regular,보통의
절대수능-map,Basic,Basic3,1,priority,우선 사항
절대수능-map,Basic,Basic3,1,adventure,모험
절대수능-map,Basic,Basic3,1,research,연구
절대수능-map,Basic,Basic3,1,launch,시작하다
절대수능-map,Basic,Basic3,1,confident,확신하는
절대수능-map,Basic,Basic3,1,fairness,공평
절대수능-map,Basic,Basic3,1,compulsion,강박 (현상)
절대수능-map,Basic,Basic3,1,named,~라고 불리는
절대수능-map,Basic,Basic3,1,poverty,빈곤
절대수능-map,Basic,Basic3,1,identical,똑같은
절대수능-map,Basic,Basic3,1,stuffed,속을 채운
절대수능-map,Basic,Basic3,1,command,명령하다
절대수능-map,Basic,Basic3,1,solution,해결책
절대수능-map,Basic,Basic3,1,develop,개발하다
절대수능-map,Basic,Basic3,1,injury,부상
절대수능-map,Basic,Basic3,1,participate,참가하다
절대수능-map,Basic,Basic3,1,awareness,인식
절대수능-map,Basic,Basic3,1,instantly,즉시
절대수능-map,Basic,Basic3,1,various,다양한
절대수능-map,Basic,Basic3,1,inseparable,떨어질 수 없는
절대수능-map,Basic,Basic3,1,inspire,영감을 주다
절대수능-map,Basic,Basic3,1,artwork,"삽화, 도판"
절대수능-map,Basic,Basic3,1,surprising,놀라운
절대수능-map,Basic,Basic3,1,commemorate,기념하다
절대수능-map,Basic,Basic3,1,guilt,죄책감
절대수능-map,Basic,Basic3,1,motivate,동기를 부여하다
절대수능-map,Basic,Basic3,1,dye,염색하다
절대수능-map,Basic,Basic3,1,reliable,믿을만한
절대수능-map,Basic,Basic3,1,challenge,도전
절대수능-map,Basic,Basic3,1,rationale,이유
절대수능-map,Basic,Basic3,1,distribution,분배
절대수능-map,Basic,Basic3,1,protection,보호
절대수능-map,Basic,Basic3,1,feature,(배우를) 주연으로 하다
절대수능-map,Basic,Basic3,1,replace,교체하다
절대수능-map,Basic,Basic3,1,empty,빈
절대수능-map,Basic,Basic3,1,physician,(내과) 의사
절대수능-map,Basic,Basic3,1,deadly,치명적인
절대수능-map,Basic,Basic3,1,organization,"단체, 조직"
절대수능-map,Basic,Basic3,1,loyalty,충성심
절대수능-map,Basic,Basic3,1,society,사회
절대수능-map,Basic,Basic3,1,former,이전의
절대수능-map,Basic,Basic3,1,controversial,논란이 많은
절대수능-map,Basic,Basic3,1,attention,관심
절대수능-map,Basic,Basic3,1,rejoice,기뻐하다
절대수능-map,Basic,Basic3,1,horrible,끔찍한
절대수능-map,Basic,Basic3,1,terrifying,무서운
절대수능-map,Basic,Basic3,1,classic,오랫동안 인기 있는
절대수능-map,Basic,Basic3,1,achievement,업적
절대수능-map,Basic,Basic3,1,spouse,배우자
절대수능-map,Basic,Basic3,1,gorgeous,멋진
절대수능-map,Basic,Basic3,1,improve,향상시키다
절대수능-map,Basic,Basic3,1,compel,강요하다
절대수능-map,Basic,Basic3,1,imply,암시하다
절대수능-map,Basic,Basic3,1,sharply,급격히
절대수능-map,Basic,Basic3,1,truly,정말로
절대수능-map,Basic,Basic3,1,surface,표면
절대수능-map,Basic,Basic3,1,instruction,설명
절대수능-map,Basic,Basic3,1,care,보살피다
절대수능-map,Basic,Basic3,1,vast,막대한
절대수능-map,Basic,Basic3,1,swallow,삼키다
절대수능-map,Basic,Basic3,1,recharge,재충전하다
절대수능-map,Basic,Basic3,1,catchy,외우기 쉬운
절대수능-map,Basic,Basic3,1,creepy,으스스한
절대수능-map,Basic,Basic3,1,loom,어렴풋이 나타나다
절대수능-map,Basic,Basic3,1,efficiency,효율(성)
절대수능-map,Basic,Basic3,1,crucial,중요한
절대수능-map,Basic,Basic3,1,regard,~으로 여기다
절대수능-map,Basic,Basic3,2,strike,(세게) 치다
절대수능-map,Basic,Basic3,2,note,~에 주목하다
절대수능-map,Basic,Basic3,2,function,기능
절대수능-map,Basic,Basic3,2,surrounding,주변의
절대수능-map,Basic,Basic3,2,rank,순위를 매기다
절대수능-map,Basic,Basic3,2,device,장치
절대수능-map,Basic,Basic3,2,possibility,가능성
절대수능-map,Basic,Basic3,2,patent,특허(권)
절대수능-map,Basic,Basic3,2,multiply,크게 증가하다
절대수능-map,Basic,Basic3,2,combine,결합하다
절대수능-map,Basic,Basic3,2,contain,포함하다
절대수능-map,Basic,Basic3,2,solution,해결책
절대수능-map,Basic,Basic3,2,category,범주
절대수능-map,Basic,Basic3,2,slightly,약간
절대수능-map,Basic,Basic3,2,index,(통계) 지수
절대수능-map,Basic,Basic3,2,courage,용기
절대수능-map,Basic,Basic3,2,region,지역
절대수능-map,Basic,Basic3,2,audible,들리는
절대수능-map,Basic,Basic3,2,blast,폭파하다
절대수능-map,Basic,Basic3,2,negotiation,협상
절대수능-map,Basic,Basic3,2,predict,예언하다
절대수능-map,Basic,Basic3,2,notification,알림
절대수능-map,Basic,Basic3,2,commencement,(대학 등의) 졸업식
절대수능-map,Basic,Basic3,2,available,이용 가능한
절대수능-map,Basic,Basic3,2,laboratory,실험실
절대수능-map,Basic,Basic3,2,announce,발표하다
절대수능-map,Basic,Basic3,2,survey,살펴보다
절대수능-map,Basic,Basic3,2,destruction,파괴
절대수능-map,Basic,Basic3,2,citizen,시민
절대수능-map,Basic,Basic3,2,explain,설명하다
절대수능-map,Basic,Basic3,2,individual,각각의
절대수능-map,Basic,Basic3,2,percentage,"백분율, 퍼센트 "
절대수능-map,Basic,Basic3,2,list,목록에 포함시키다
절대수능-map,Basic,Basic3,2,total,"총, 전체의"
절대수능-map,Basic,Basic3,2,accurate,정확한
절대수능-map,Basic,Basic3,2,dispute,"논쟁, 분쟁"
절대수능-map,Basic,Basic3,2,resolve,해결하다
절대수능-map,Basic,Basic3,2,exclusive,"배타적인, 독점적인"
절대수능-map,Basic,Basic3,2,agency,대리점
절대수능-map,Basic,Basic3,2,remedy,개선하다
절대수능-map,Basic,Basic3,2,precede,~에 앞서다
절대수능-map,Basic,Basic3,2,frustrated,좌절감을 느끼는
절대수능-map,Basic,Basic3,2,bribe,뇌물을 주다
절대수능-map,Basic,Basic3,2,criminal,범죄자
절대수능-map,Basic,Basic3,2,postal,우편의
절대수능-map,Basic,Basic3,2,scream,비명을 지르다
절대수능-map,Basic,Basic3,2,lecture,설교하다
절대수능-map,Basic,Basic3,2,reply,대답
절대수능-map,Basic,Basic3,2,population,인구
절대수능-map,Basic,Basic3,2,meditation,명상
절대수능-map,Basic,Basic3,2,grant,"(공식적으로) 수여하다, 승인하다"
절대수능-map,Basic,Basic3,2,opportunity,기회
절대수능-map,Basic,Basic3,2,influential,영향력 있는
절대수능-map,Basic,Basic3,2,display,보여주다
절대수능-map,Basic,Basic3,2,neutral,중립적인
절대수능-map,Basic,Basic3,2,retain,보유하다
절대수능-map,Basic,Basic3,2,overwhelming,압도적인
절대수능-map,Basic,Basic3,2,random,무작위의
절대수능-map,Basic,Basic3,2,compose,구성하다
절대수능-map,Basic,Basic3,2,request,요청(사항)
절대수능-map,Basic,Basic3,2,review,논평
절대수능-map,Basic,Basic3,2,isolated,외딴
절대수능-map,Basic,Basic3,2,extinction,멸종
절대수능-map,Basic,Basic3,2,area,지역
절대수능-map,Basic,Basic3,2,represent,나타내다
절대수능-map,Basic,Basic3,2,infamous,악명 높은
절대수능-map,Basic,Basic3,2,politician,정치인
절대수능-map,Basic,Basic3,2,profitable ,수익성이 있는
절대수능-map,Basic,Basic3,2,nutritious ,영양가 있는 
절대수능-map,Basic,Basic3,2,engrave  ,조각하다
절대수능-map,Basic,Basic3,2,intention,목적
절대수능-map,Basic,Basic3,2,fragment,파편
절대수능-map,Basic,Basic3,2,including ,~을 포함하여
절대수능-map,Basic,Basic3,2,reject,거절하다
절대수능-map,Basic,Basic3,2,morale,사기
절대수능-map,Basic,Basic3,2,frequently,자주
절대수능-map,Basic,Basic3,2,align,(~에 맞춰) 조정하다 
절대수능-map,Basic,Basic3,2,resist,참다 
절대수능-map,Basic,Basic3,2,exhausted,지친
절대수능-map,Basic,Basic3,2,enthusiastic,열정적인
절대수능-map,Basic,Basic3,3,double,두 배로 되다
절대수능-map,Basic,Basic3,3,secondary,이차적인
절대수능-map,Basic,Basic3,3,routine,일상
절대수능-map,Basic,Basic3,3,persistently,끈덕지게
절대수능-map,Basic,Basic3,3,numerous,많은
절대수능-map,Basic,Basic3,3,compliment,칭찬하다
절대수능-map,Basic,Basic3,3,military,군사적인
절대수능-map,Basic,Basic3,3,decrease,감소하다
절대수능-map,Basic,Basic3,3,encouraging,격려하는
절대수능-map,Basic,Basic3,3,informal,편안한
절대수능-map,Basic,Basic3,3,ecosystem,생태계
절대수능-map,Basic,Basic3,3,dynasty,"왕조, 시대"
절대수능-map,Basic,Basic3,3,survey,조사
절대수능-map,Basic,Basic3,3,occur,발생하다
절대수능-map,Basic,Basic3,3,challenge,(상대방에게 도전이 될 일을) 요구하다
절대수능-map,Basic,Basic3,3,toxin,독소
절대수능-map,Basic,Basic3,3,commerce,"무역, 상업"
절대수능-map,Basic,Basic3,3,defend,방어하다
절대수능-map,Basic,Basic3,3,environment,환경
절대수능-map,Basic,Basic3,3,respondent,응답자
절대수능-map,Basic,Basic3,3,negatively,부정적으로
절대수능-map,Basic,Basic3,3,enjoyment,즐거움
절대수능-map,Basic,Basic3,3,concern,"걱정, 우려"
절대수능-map,Basic,Basic3,3,thirst,갈증
절대수능-map,Basic,Basic3,3,ecological,생태학의
절대수능-map,Basic,Basic3,3,previous,이전의
절대수능-map,Basic,Basic3,3,permission,허락
절대수능-map,Basic,Basic3,3,value,가치
절대수능-map,Basic,Basic3,3,contributor,원인
절대수능-map,Basic,Basic3,3,estimate,추정(치)
절대수능-map,Basic,Basic3,3,comparable,비교할 만한
절대수능-map,Basic,Basic3,3,release,방출하다
절대수능-map,Basic,Basic3,3,perceive ,인식하다
절대수능-map,Basic,Basic3,3,individualized,개별화된
절대수능-map,Basic,Basic3,3,prefer,선호하다 
절대수능-map,Basic,Basic3,3,primary ,주된
절대수능-map,Basic,Basic3,3,motivate ,동기를 부여하다
절대수능-map,Basic,Basic3,3,accomplishment ,성취
절대수능-map,Basic,Basic3,3,mindset ,사고방식
절대수능-map,Basic,Basic3,3,pastime ,취미
절대수능-map,Basic,Basic3,3,solo,"혼자서 하는, 단독의"
절대수능-map,Basic,Basic3,3,element,요소
절대수능-map,Basic,Basic3,3,consider,고려하다
절대수능-map,Basic,Basic3,3,major,주요한
절대수능-map,Basic,Basic3,3,athlete,운동선수
절대수능-map,Basic,Basic3,3,indefinitely,무기한으로
절대수능-map,Basic,Basic3,3,massive,거대한
절대수능-map,Basic,Basic3,3,normally,보통
절대수능-map,Basic,Basic3,3,dominance,우월
절대수능-map,Basic,Basic3,3,province,"(행정 구역) 주, 도, 성"
절대수능-map,Basic,Basic3,3,pollution,오염
절대수능-map,Basic,Basic3,3,simplify,단순화하다
절대수능-map,Basic,Basic3,3,innocence,순수함
절대수능-map,Basic,Basic3,3,wealthy,부유한
절대수능-map,Basic,Basic3,3,intensity,강도
절대수능-map,Basic,Basic3,3,discharge,배출(물)
절대수능-map,Basic,Basic3,3,digestion,소화
절대수능-map,Basic,Basic3,3,toxic,유독성의
절대수능-map,Basic,Basic3,3,obsess,강박 관념을 갖다
절대수능-map,Basic,Basic3,3,critical,중요한
절대수능-map,Basic,Basic3,3,approximately,거의
절대수능-map,Basic,Basic3,3,equipment,장비
절대수능-map,Basic,Basic3,3,surge,급증
절대수능-map,Basic,Basic3,3,regardless,상관없이
절대수능-map,Basic,Basic3,3,purchase,구입하다
절대수능-map,Basic,Basic3,3,purpose,목적
절대수능-map,Basic,Basic3,3,fancy ,화려한
절대수능-map,Basic,Basic3,3,invest,투자하다
절대수능-map,Basic,Basic3,3,colonize ,식민지로 만들다 
절대수능-map,Basic,Basic3,3,punishing,극도로 힘든
절대수능-map,Basic,Basic3,3,death,죽음
절대수능-map,Basic,Basic3,3,reasonably ,합리적으로
절대수능-map,Basic,Basic3,3,costly,많은 비용이 드는
절대수능-map,Basic,Basic3,3,consumption,소모
절대수능-map,Basic,Basic3,3,individual,개인
절대수능-map,Basic,Basic3,3,alternatively,그 대신에
절대수능-map,Basic,Basic3,3,build,"세우다, 짓다"
절대수능-map,Basic,Basic3,3,erode,침식시키다 
절대수능-map,Basic,Basic3,3,drought,가뭄
절대수능-map,Basic,Basic3,3,prioritize,우선순위를 정하다
절대수능-map,Basic,Basic3,4,board,탑승하다
절대수능-map,Basic,Basic3,4,architectural,건축의
절대수능-map,Basic,Basic3,4,tragedy,비극
절대수능-map,Basic,Basic3,4,destination,목적지
절대수능-map,Basic,Basic3,4,exaggeration,과장(된 표현)
절대수능-map,Basic,Basic3,4,intense,치열한
절대수능-map,Basic,Basic3,4,necessarily,반드시
절대수능-map,Basic,Basic3,4,suggest,추천하다
절대수능-map,Basic,Basic3,4,briefly,간단히
절대수능-map,Basic,Basic3,4,anticipate,예측하다
절대수능-map,Basic,Basic3,4,high-tech,첨단 기술의
절대수능-map,Basic,Basic3,4,registration,등록
절대수능-map,Basic,Basic3,4,contemporary,현대의
절대수능-map,Basic,Basic3,4,malnutrition,영양실조
절대수능-map,Basic,Basic3,4,royal,국왕의
절대수능-map,Basic,Basic3,4,constantly,끊임없이
절대수능-map,Basic,Basic3,4,route,"길, 경로"
절대수능-map,Basic,Basic3,4,dutifully,충실하게
절대수능-map,Basic,Basic3,4,range,(~에서 ~에) 이르다
절대수능-map,Basic,Basic3,4,substantially,"대체로, 주로"
절대수능-map,Basic,Basic3,4,accordingly,그에 따라서
절대수능-map,Basic,Basic3,4,sternly,엄격하게
절대수능-map,Basic,Basic3,4,basic,기본적인
절대수능-map,Basic,Basic3,4,constant,끊임없는
절대수능-map,Basic,Basic3,4,profit,수익
절대수능-map,Basic,Basic3,4,commemorate,기념하다
절대수능-map,Basic,Basic3,4,execute,처형하다
절대수능-map,Basic,Basic3,4,accuse,고발하다
절대수능-map,Basic,Basic3,4,numerous,많은
절대수능-map,Basic,Basic3,4,require,요구하다
절대수능-map,Basic,Basic3,4,identify,확인하다
절대수능-map,Basic,Basic3,4,attempt,시도
절대수능-map,Basic,Basic3,4,mentally ,정신적으로
절대수능-map,Basic,Basic3,4,immature ,미성숙한
절대수능-map,Basic,Basic3,4,atmosphere ,분위기
절대수능-map,Basic,Basic3,4,diversity,다양성
절대수능-map,Basic,Basic3,4,productivity ,생산성
절대수능-map,Basic,Basic3,4,refreshed,(기분이) 상쾌한
절대수능-map,Basic,Basic3,4,appetite ,식욕
절대수능-map,Basic,Basic3,4,well-being,(건강과) 행복
절대수능-map,Basic,Basic3,4,forced,강요된
절대수능-map,Basic,Basic3,4,trait,특성
절대수능-map,Basic,Basic3,4,intention,의도
절대수능-map,Basic,Basic3,4,tiredness,피로
절대수능-map,Basic,Basic3,4,souvenir,기념품
절대수능-map,Basic,Basic3,4,devote,바치다
절대수능-map,Basic,Basic3,4,perception,인식
절대수능-map,Basic,Basic3,4,innocent,죄 없는
절대수능-map,Basic,Basic3,4,element,요소
절대수능-map,Basic,Basic3,4,converse,대화를 나누다
절대수능-map,Basic,Basic3,4,conduct,(특정한 활동을) 하다
절대수능-map,Basic,Basic3,4,inspire,영감을 주다
절대수능-map,Basic,Basic3,4,dynamic,역동적인
절대수능-map,Basic,Basic3,4,excessively,지나치게
절대수능-map,Basic,Basic3,4,symptom,증상
절대수능-map,Basic,Basic3,4,unexpected,예기치 않은
절대수능-map,Basic,Basic3,4,eventually,결국
절대수능-map,Basic,Basic3,4,decorate,장식하다
절대수능-map,Basic,Basic3,4,conquest,정복
절대수능-map,Basic,Basic3,4,include,포함하다
절대수능-map,Basic,Basic3,4,current,현재의
절대수능-map,Basic,Basic3,4,urge,충동
절대수능-map,Basic,Basic3,4,rapid,빠른
절대수능-map,Basic,Basic3,4,suitable,적합한
절대수능-map,Basic,Basic3,4,nostalgia,향수
절대수능-map,Basic,Basic3,4,unknown ,알 수 없는
절대수능-map,Basic,Basic3,4,delight ,기쁨
절대수능-map,Basic,Basic3,4,complex,(건물) 단지
절대수능-map,Basic,Basic3,4,session,기간
절대수능-map,Basic,Basic3,4,independence,독립
절대수능-map,Basic,Basic3,4,phenomenon ,현상
절대수능-map,Basic,Basic3,4,routine,"일상, 일과"
절대수능-map,Basic,Basic3,4,suddenly,갑자기
절대수능-map,Basic,Basic3,4,toxic,(유)독성의
절대수능-map,Basic,Basic3,4,gravity,중력
절대수능-map,Basic,Basic3,4,dairy,유제품의
절대수능-map,Basic,Basic3,4,decisive,결단력 있는
절대수능-map,Basic,Basic3,4,radiation,방사선 (치료)
절대수능-map,Basic,Basic3,4,impulsive,충동적인
절대수능-map,Basic,Basic3,4,lifetime,일생
절대수능-map,Basic,Basic3,5,venture,과감히 ~을 하다
절대수능-map,Basic,Basic3,5,dairy,유제품
절대수능-map,Basic,Basic3,5,continue,계속하다
절대수능-map,Basic,Basic3,5,rough,거친
절대수능-map,Basic,Basic3,5,portray,묘사하다
절대수능-map,Basic,Basic3,5,grain,곡물
절대수능-map,Basic,Basic3,5,department,부서
절대수능-map,Basic,Basic3,5,eliminate,제거하다
