교재,레벨,구간,Chapter,영어,뜻
V-map,Basic,B1,2,consist of,~로 구성되다
V-map,Basic,B1,2,correct,"고치다, 바로잡다"
V-map,Basic,B1,2,determine,결정하다
V-map,Basic,B1,2,difference,차이
V-map,Basic,B1,2,distinguishable,구별할 수 있는
V-map,Basic,B1,2,enviromental,환경적인
V-map,Basic,B1,2,expert,전문가
V-map,Basic,B1,2,extended family,대가족
V-map,Basic,B1,2,factor,요인
V-map,Basic,B1,2,feature,특징
V-map,Basic,B1,2,generally,일반적으로
V-map,Basic,B1,2,get in trouble,문제를 일으키다
V-map,Basic,B1,2,have ~ in common,~을 공통적으로 가지고 있다
V-map,Basic,B1,2,height,키
V-map,Basic,B1,2,household,가정
V-map,Basic,B1,2,identical,똑같은
V-map,Basic,B1,2,increase,증가
V-map,Basic,B1,2,involve,포함하다
V-map,Basic,B1,2,lower,낮추다
V-map,Basic,B1,2,minor,작은
V-map,Basic,B1,2,nuclear family,핵가족
V-map,Basic,B1,2,on the other hand,"반면에, 한편으로"
V-map,Basic,B1,2,parenting,육아
V-map,Basic,B1,2,punishment,"벌, 처벌"
V-map,Basic,B1,2,raise,기르다
V-map,Basic,B1,2,relative,친척
V-map,Basic,B1,2,remarkably,"두드러지게, 눈에 띄게"
V-map,Basic,B1,2,responsibility,책임
V-map,Basic,B1,2,reward,상
V-map,Basic,B1,2,rewarding,보람있는
V-map,Basic,B1,2,sex,성별
V-map,Basic,B1,2,sibling,형제자매
V-map,Basic,B1,2,single-parent,한 부모의
V-map,Basic,B1,2,spoil,망치다
V-map,Basic,B1,2,take away,빼앗다
V-map,Basic,B1,2,tell ~apart,~을 구별하다
V-map,Basic,B1,3,access,"접근, 접근할 기회"
V-map,Basic,B1,3,advantage,장점
V-map,Basic,B1,3,analyze,분석하다
V-map,Basic,B1,3,approach,접근하다
V-map,Basic,B1,3,area,지역
V-map,Basic,B1,3,as a result,결과적으로
V-map,Basic,B1,3,ban,금지하다
V-map,Basic,B1,3,be afraid of,~을 두려워하다
V-map,Basic,B1,3,benefit,"이점, 혜택"
V-map,Basic,B1,3,communicate,의사소통을 하다
V-map,Basic,B1,3,competition,대회
V-map,Basic,B1,3,competitor,경쟁자
V-map,Basic,B1,3,concern,"근심, 걱정"
V-map,Basic,B1,3,content,"(인터넷상의) 정보, 내용물"
V-map,Basic,B1,3,creative,창의적인
V-map,Basic,B1,3,critically,비판적으로
V-map,Basic,B1,3,decision,결정
V-map,Basic,B1,3,decrease,줄다
V-map,Basic,B1,3,device,"기구, 장치"
V-map,Basic,B1,3,disadvantage,단점
V-map,Basic,B1,3,disappear,사라지다
V-map,Basic,B1,3,entertainment,오락(물)
V-map,Basic,B1,3,especially,특히
V-map,Basic,B1,3,essential,필수적인
V-map,Basic,B1,3,expert,전문가
V-map,Basic,B1,3,explode,폭발적으로 증가하다
V-map,Basic,B1,3,express,표현하다
V-map,Basic,B1,3,in addition,게다가
V-map,Basic,B1,3,in addition on,~에 더하여
V-map,Basic,B1,3,inspire,영감을 주다
V-map,Basic,B1,3,instantly,즉시
V-map,Basic,B1,3,it is expected that,~할 것이라고 예상된다
V-map,Basic,B1,3,known as,~으로 알려진
V-map,Basic,B1,3,lecture,"강의, 강연"
V-map,Basic,B1,3,lie,있다
V-map,Basic,B1,3,look up,(정보 등을) 찾아보다
V-map,Basic,B1,3,massive,대규모의
V-map,Basic,B1,3,opportunity,기회
V-map,Basic,B1,3,participate,참여하다
V-map,Basic,B1,3,potential,가능성이 있는
V-map,Basic,B1,3,poverty,가난
V-map,Basic,B1,3,provide A with B,A에게 B를 제공하다
V-map,Basic,B1,3,purpose,목적
V-map,Basic,B1,3,remain,남아 있다
V-map,Basic,B1,3,remote,외진
V-map,Basic,B1,3,replace,대처하다
V-map,Basic,B1,3,solution,해결책
V-map,Basic,B1,3,suggest,"암시하다, 시사하다"
V-map,Basic,B1,3,tool,도구
V-map,Basic,B1,3,vision,"미래상, 비전"
V-map,Basic,B1,4,achievement,업적
V-map,Basic,B1,4,advise,충고하다
V-map,Basic,B1,4,afterlife,사후 세계
V-map,Basic,B1,4,aid,돕다
V-map,Basic,B1,4,area,면적
V-map,Basic,B1,4,arithmetic,산수
V-map,Basic,B1,4,atomic bomb,원자 폭탄
V-map,Basic,B1,4,attack,공격하다
V-map,Basic,B1,4,back away,후퇴하다
V-map,Basic,B1,4,battle,전투
V-map,Basic,B1,4,be allowed + to부정사,~하도록 허락되다
V-map,Basic,B1,4,brave,용감한
V-map,Basic,B1,4,Bronze Age,청동기 시대
V-map,Basic,B1,4,brutal,잔혹한
V-map,Basic,B1,4,civilization,문명
V-map,Basic,B1,4,clay,"진흙, 점토"
V-map,Basic,B1,4,complex,복잡한
V-map,Basic,B1,4,deadly,치명적인
V-map,Basic,B1,4,deliver,"전달하다, 배달하다"
V-map,Basic,B1,4,drop,떨어뜨리다
V-map,Basic,B1,4,employ,고용하다
V-map,Basic,B1,4,geometric,기하학의
V-map,Basic,B1,4,geometry,기하학
V-map,Basic,B1,4,give up,포기하다
V-map,Basic,B1,4,guard,지키다
V-map,Basic,B1,4,injure,부상을 입히다
V-map,Basic,B1,4,instantly,즉시
V-map,Basic,B1,4,invader,침략군
V-map,Basic,B1,4,invention,발명품
V-map,Basic,B1,4,mass destruction,대량 파괴
V-map,Basic,B1,4,nuclear weapon,핵무기
V-map,Basic,B1,4,occupy,차지하다
V-map,Basic,B1,4,oppose,반대하다
V-map,Basic,B1,4,rarely,좀처럼 ~하지 않는
V-map,Basic,B1,4,Scandinavian,스칸디나비아의
V-map,Basic,B1,4,shield,방패
V-map,Basic,B1,4,spear,창
V-map,Basic,B1,4,successfully,성공적으로
V-map,Basic,B1,4,such as,"예를 들어, ~와 같은"
V-map,Basic,B1,4,Sumer,수메르 (고대 바빌로니아의 남부지방)
V-map,Basic,B1,4,Sumerian,수메르 사람
V-map,Basic,B1,4,tablet,평평한 판
V-map,Basic,B1,4,transportation,운송
V-map,Basic,B1,4,turn out,~인 것으로 밝혀지다
V-map,Basic,B1,4,unfortunately,불행히도
V-map,Basic,B1,4,vehicle,"차량, 탈 것"
V-map,Basic,B1,4,volume,부피
V-map,Basic,B1,4,warn,경고하다
V-map,Basic,B1,4,warrior,전사
V-map,Basic,B1,4,weapon,무기
V-map,Basic,B1,5,actually,실제로
V-map,Basic,B1,5,additionally,게다가
V-map,Basic,B1,5,amazing,놀라운
V-map,Basic,B1,5,be selected as,~으로 선정되다
V-map,Basic,B1,5,become addicted to,~에 중독되다
V-map,Basic,B1,5,benefit,"이점, 혜택"
V-map,Basic,B1,5,bite,한 입
V-map,Basic,B1,5,blood flow,혈액 순환
V-map,Basic,B1,5,cancer,암
V-map,Basic,B1,5,certain,"특정한, 어떤"
V-map,Basic,B1,5,clam,조개
V-map,Basic,B1,5,combine,"결합하다, 합치다"
V-map,Basic,B1,5,contain,함유하다
V-map,Basic,B1,5,disease,질병
V-map,Basic,B1,5,embarrassed,쑥스러운
V-map,Basic,B1,5,empty,비어 있는
V-map,Basic,B1,5,farmers' market,농산물 직매장
V-map,Basic,B1,5,flavor,맛을 내다
V-map,Basic,B1,5,garlic,마늘
V-map,Basic,B1,5,harmful,해로운
V-map,Basic,B1,5,homemade,집에서 만든
V-map,Basic,B1,5,include,포함하다
V-map,Basic,B1,5,ingredient,재료
V-map,Basic,B1,5,instead of,~대신에
V-map,Basic,B1,5,more like it,"(생각하고 있는 것에) 더 가까운, 더 좋은"
V-map,Basic,B1,5,mushroom,버섯
V-map,Basic,B1,5,nutrition,영양
V-map,Basic,B1,5,paste,(여러 재료를 으깬) 양념
V-map,Basic,B1,5,pea,완두콩
V-map,Basic,B1,5,pepper,피망
V-map,Basic,B1,5,popularity,인기
V-map,Basic,B1,5,prevent,예방하다
V-map,Basic,B1,5,priority,우선 사항
V-map,Basic,B1,5,promote,촉진하다
V-map,Basic,B1,5,properly,적절히
V-map,Basic,B1,5,recent,최근의
V-map,Basic,B1,5,reduce,줄이다
V-map,Basic,B1,5,regularly,규칙적으로
V-map,Basic,B1,5,reply,대답하다
V-map,Basic,B1,5,room temperature,상온 (평상시 온도)
V-map,Basic,B1,5,staple food,주식
V-map,Basic,B1,5,store,저장하다
V-map,Basic,B1,5,survey,설문조사 설문 조사하다
V-map,Basic,B1,5,swallow,삼키다
V-map,Basic,B1,5,treat,"특별한 것, 한 턱"
V-map,Basic,B1,5,turn into,~로 방향을 바꾸다
V-map,Basic,B1,5,usefully,유용하게
V-map,Basic,B1,5,variety,"여러가지, 다양함"
V-map,Basic,B1,5,wallet,지갑
V-map,Basic,B1,5,whole,모든
V-map,Basic,B1,6,ability,능력
V-map,Basic,B1,6,achieve,"성취하다, 달성하다"
V-map,Basic,B1,6,affordable,(가격이) 알맞은
V-map,Basic,B1,6,aim + to부정사,~하는 것을 목표로 하다
V-map,Basic,B1,6,annual,연례의
V-map,Basic,B1,6,automatically,자동으로
V-map,Basic,B1,6,bill,청구서
V-map,Basic,B1,6,brilliant,멋진
V-map,Basic,B1,6,capacity,용량
V-map,Basic,B1,6,carve,조각하다
V-map,Basic,B1,6,charge,충전
V-map,Basic,B1,6,come to one's mind,생각이 나다
V-map,Basic,B1,6,come up with,(대안이나 해답 등을) 생각해 내다
V-map,Basic,B1,6,compost,"퇴비를 만들다, 퇴비"
V-map,Basic,B1,6,Control,조절하다
V-map,Basic,B1,6,cozy,아늑한
V-map,Basic,B1,6,creation,창작품
V-map,Basic,B1,6,crop,농작물
V-map,Basic,B1,6,daily,매일의
V-map,Basic,B1,6,darts,다트 놀이
V-map,Basic,B1,6,development,개발
V-map,Basic,B1,6,disappointing,실망스러운
V-map,Basic,B1,6,distant,먼
V-map,Basic,B1,6,due to,~때문에
V-map,Basic,B1,6,efficient,효율적인
V-map,Basic,B1,6,energy-efficient,연료 효율이 좋은
V-map,Basic,B1,6,eye-opening,놀랄만한
V-map,Basic,B1,6,habit,"습관, 버릇"
V-map,Basic,B1,6,halloween,할로윈 (10월31일 밤)
V-map,Basic,B1,6,heartbreaking,가슴 아픈
V-map,Basic,B1,6,hold,개최하다
V-map,Basic,B1,6,it is likely that,~할 가능성이 있다
V-map,Basic,B1,6,notable,주목할 만한
V-map,Basic,B1,6,organic,유기농의
V-map,Basic,B1,6,over time,시간이 지남에 따라
V-map,Basic,B1,6,picture,"(마음속에) 그리다, 상상하다"
V-map,Basic,B1,6,pollution,오염
V-map,Basic,B1,6,preference,선호
V-map,Basic,B1,6,previously,이전에
V-map,Basic,B1,6,promote,"촉진하다, 장려하다"
V-map,Basic,B1,6,reality,현실
V-map,Basic,B1,6,recycle,재활용하다
V-map,Basic,B1,6,release,출시
V-map,Basic,B1,6,replace,"대체하다, 바꾸다"
V-map,Basic,B1,6,smash,박살내다
V-map,Basic,B1,6,spoiled,"상한, 썩은"
V-map,Basic,B1,6,temperature,온도
V-map,Basic,B1,6,tradition,전통
V-map,Basic,B1,6,transportation,교통수단
V-map,Basic,B1,6,waste,쓰레기
V-map,Basic,B1,7,argue,주장하다
V-map,Basic,B1,7,argument,주장
V-map,Basic,B1,7,career advancement,"경력 발전, 승진"
V-map,Basic,B1,7,case,"소송, 사건"
V-map,Basic,B1,7,certain,어떤
V-map,Basic,B1,7,childhood,아동기
V-map,Basic,B1,7,citizen,시민
V-map,Basic,B1,7,common,흔한
V-map,Basic,B1,7,compared to,~와 비교하여
V-map,Basic,B1,7,concern,"걱정, 우려"
V-map,Basic,B1,7,Congress,의회
V-map,Basic,B1,7,debate,논의하다
V-map,Basic,B1,7,delay,"지연하다, 지연시키다"
V-map,Basic,B1,7,effect,효과
V-map,Basic,B1,7,eliminate,"없애다, 제거하다"
V-map,Basic,B1,7,encourage,격려하다
V-map,Basic,B1,7,fitness,건강
V-map,Basic,B1,7,focus on + (동)명사,"~에 초점을 맞추다, 집중하다"
V-map,Basic,B1,7,force,강요하다
V-map,Basic,B1,7,furthermore,"게다가, 더욱이"
V-map,Basic,B1,7,government,정부
V-map,Basic,B1,7,improve,향상시키다
V-map,Basic,B1,7,in case+주어+동사,~이 ~할 경우를 대비해서
V-map,Basic,B1,7,increase,증가하다
V-map,Basic,B1,7,keep up,유지하다
V-map,Basic,B1,7,last but not least,마지막이지만 중요한 점은
V-map,Basic,B1,7,law,법
V-map,Basic,B1,7,limit,제한하다
V-map,Basic,B1,7,limited,제한된
V-map,Basic,B1,7,make sure,확실하게 하다
V-map,Basic,B1,7,nationwide,전국적인
V-map,Basic,B1,7,nutritious,영양가가 높은
V-map,Basic,B1,7,obesity,비만
V-map,Basic,B1,7,organization,"조직, 단체"
V-map,Basic,B1,7,pass,통과시키다
V-map,Basic,B1,7,personal,개인의
V-map,Basic,B1,7,physical,신체적인
V-map,Basic,B1,7,physical education,체육
V-map,Basic,B1,7,positive,긍정적인
V-map,Basic,B1,7,powerful,강력한
V-map,Basic,B1,7,present,제시하다
V-map,Basic,B1,7,president,대통령
V-map,Basic,B1,7,protect,"보호하다, 보장하다"
V-map,Basic,B1,7,provide,공급하다
V-map,Basic,B1,7,quality,품질
V-map,Basic,B1,7,rate,비율
V-map,Basic,B1,7,review,검토하다
V-map,Basic,B1,7,role,역할
V-map,Basic,B1,7,serve in the military,군 복무를 하다
V-map,Basic,B1,7,unfair,불공평한
V-map,Basic,B1,8,actual,실제의
V-map,Basic,B1,8,add A to B,A를 B에 더하다
V-map,Basic,B1,8,attractive,매력적인
V-map,Basic,B1,8,be familiar with,~에 익숙하다
V-map,Basic,B1,8,borrow,빌리다
V-map,Basic,B1,8,career,직업
V-map,Basic,B1,8,charge,청구하다
V-map,Basic,B1,8,count as,~로 간주되다
V-map,Basic,B1,8,curiosity,호기심
V-map,Basic,B1,8,develop,개발하다
V-map,Basic,B1,8,eager,"열심인, 열망하는"
V-map,Basic,B1,8,educated,"학식 있는, 교양 있는"
V-map,Basic,B1,8,educational,교육적인
V-map,Basic,B1,8,eventually,"결국, 마침내"
V-map,Basic,B1,8,example,예
V-map,Basic,B1,8,field,분야
V-map,Basic,B1,8,found,설립하다
V-map,Basic,B1,8,goal,목표
V-map,Basic,B1,8,had better + 동사원형,~하는 편이 낫다
V-map,Basic,B1,8,hire,고용하다
V-map,Basic,B1,8,in other words,다시 말해서
V-map,Basic,B1,8,include,포함하다
V-map,Basic,B1,8,investment,투자
V-map,Basic,B1,8,letter,글자
V-map,Basic,B1,8,make profits,수익을 올리다
V-map,Basic,B1,8,massive,"거대한, 대규모의"
V-map,Basic,B1,8,master,"완전히 익히다, 달인"
V-map,Basic,B1,8,match,일치하다
V-map,Basic,B1,8,memorize,암기하다
V-map,Basic,B1,8,Mercury,수성
V-map,Basic,B1,8,Neptune,해왕성
V-map,Basic,B1,8,object,물체
V-map,Basic,B1,8,on course,진행 중인
V-map,Basic,B1,8,organization,단체
V-map,Basic,B1,8,partener with,~와 협력하다
V-map,Basic,B1,8,passionate,열정적인
V-map,Basic,B1,8,planet,행성
V-map,Basic,B1,8,Pluto,명왕성
V-map,Basic,B1,8,reach,도달하다
V-map,Basic,B1,8,remarkable,뛰어난
V-map,Basic,B1,8,rest,나머지
V-map,Basic,B1,8,routine,"규칙적인 일상, 일과"
V-map,Basic,B1,8,satisfied,만족하는
V-map,Basic,B1,8,serve,"제공하다, 차려 주다"
V-map,Basic,B1,8,silly,유치한
V-map,Basic,B1,8,struggle + to부정사,~하기 위해 애쓰다
V-map,Basic,B1,8,take a break,잠시 휴식을 취하다
V-map,Basic,B1,8,thousands of,수천의
V-map,Basic,B1,8,various,다양한
V-map,Basic,B1,8,well-known,잘 알려진
V-map,Basic,B1,9,adventurous,모험심이 강한
V-map,Basic,B1,9,aim,목표로 하다
V-map,Basic,B1,9,announcement,발표
V-map,Basic,B1,9,applicant,지원자
V-map,Basic,B1,9,apply,지원하다
V-map,Basic,B1,9,association,협회
V-map,Basic,B1,9,auditorium,강당
V-map,Basic,B1,9,available,이용할 수 있는
V-map,Basic,B1,9,average,평균
V-map,Basic,B1,9,aware of,"~을 아는, 인식하고 있는"
V-map,Basic,B1,9,be good at + 동명사,~에 능숙하다
V-map,Basic,B1,9,be used to + 동사원형,~하기 위해 쓰이다
V-map,Basic,B1,9,care for,~을 보살피다
V-map,Basic,B1,9,cause,대의명분
V-map,Basic,B1,9,charity organization,자선 단체
V-map,Basic,B1,9,encourage,"장려하다, 격려하다"
V-map,Basic,B1,9,entry,입장
V-map,Basic,B1,9,enviromental,환경의
V-map,Basic,B1,9,explore,탐험하다
V-map,Basic,B1,9,fake,가짜의
V-map,Basic,B1,9,foundation,재단
V-map,Basic,B1,9,fund,기금
V-map,Basic,B1,9,get ready to,~할 준비를 하다
V-map,Basic,B1,9,globe,세계
V-map,Basic,B1,9,grow,기르다
V-map,Basic,B1,9,hesitate,주저하다
V-map,Basic,B1,9,hold,개최하다
V-map,Basic,B1,9,in honor of,~을 기념하여
V-map,Basic,B1,9,in order + to부정사,~하기 위해
V-map,Basic,B1,9,locally,지역에서
V-map,Basic,B1,9,mental illness,정신병
V-map,Basic,B1,9,mustache,콧수염
V-map,Basic,B1,9,mysterious,신비로운
V-map,Basic,B1,9,of all ages,모든 연령의
V-map,Basic,B1,9,opportunity,기회
V-map,Basic,B1,9,option,선택
V-map,Basic,B1,9,outgoing,외향적인
V-map,Basic,B1,9,participant,참가자
V-map,Basic,B1,9,passionate,열정적인
V-map,Basic,B1,9,photographer,사진작가
V-map,Basic,B1,9,position,"일자리, 직위"
V-map,Basic,B1,9,presentation,발표
V-map,Basic,B1,9,principal,교장
V-map,Basic,B1,9,raise,(기금을) 모으다
V-map,Basic,B1,9,receive,받다
V-map,Basic,B1,9,show up,나타나다
V-map,Basic,B1,9,solar-powered,태양열로 작동하는
V-map,Basic,B1,9,sufferer,고통받는 사람
V-map,Basic,B1,9,tourism,관광
V-map,Basic,B1,9,unique,독특한
V-map,Basic,B1,10,absorb,흡수하다
V-map,Basic,B1,10,be similar to,~와 비슷하다
V-map,Basic,B1,10,chemical,"화학적인, 화학 물질"
V-map,Basic,B1,10,complex,복잡한
V-map,Basic,B1,10,contact,접촉
V-map,Basic,B1,10,contain,번지는 것을 막다
V-map,Basic,B1,10,couple,부부
V-map,Basic,B1,10,curved,굽은
V-map,Basic,B1,10,deadly,치명적인
V-map,Basic,B1,10,direct,직접적인
V-map,Basic,B1,10,environment,환경
V-map,Basic,B1,10,extreme,극단적인
V-map,Basic,B1,10,factor,요인
V-map,Basic,B1,10,get back to,~으로 돌아가다
V-map,Basic,B1,10,hardest-hit,가장 큰 타격을 입은
V-map,Basic,B1,10,harmful,해로운
V-map,Basic,B1,10,identify,발견하다
V-map,Basic,B1,10,impact,영향
V-map,Basic,B1,10,infected,감염된
V-map,Basic,B1,10,infection,감염
V-map,Basic,B1,10,insect,곤충
V-map,Basic,B1,10,keep A away from B,A를 B로부터 멀리하다
V-map,Basic,B1,10,method,방법
V-map,Basic,B1,10,muscle pain,근육통
V-map,Basic,B1,10,normal,"정상적인, 보통의"
V-map,Basic,B1,10,on record,기록적으로
V-map,Basic,B1,10,operation,수술
V-map,Basic,B1,10,painful,고통스러운
V-map,Basic,B1,10,patient,환자
V-map,Basic,B1,10,pesticide,살충제
V-map,Basic,B1,10,physical,신체적인
V-map,Basic,B1,10,positive,긍정적인
V-map,Basic,B1,10,process,과정
V-map,Basic,B1,10,recover,회복되다
V-map,Basic,B1,10,region,지역
V-map,Basic,B1,10,resident,주민
V-map,Basic,B1,10,result,결과
V-map,Basic,B1,10,severe,심각한
V-map,Basic,B1,10,so far,지금까지
V-map,Basic,B1,10,spread,퍼지다
V-map,Basic,B1,10,stay,유지하다
V-map,Basic,B1,10,straighten,똑바르게 하다
V-map,Basic,B1,10,stressful,스트레스가 많은
V-map,Basic,B1,10,surgeon,외과 의사
V-map,Basic,B1,10,surgery,수술
V-map,Basic,B1,10,symptom,"증상, 징후"
V-map,Basic,B1,10,take measures,"조치를 취하다, 대책을 강구하다"
V-map,Basic,B1,10,toxic,유독성의
V-map,Basic,B1,10,traditional,전통적인
V-map,Basic,B1,10,treatment,치료
V-map,Basic,B2,1,according to,~에 따르면
V-map,Basic,B2,1,actively,활발히
V-map,Basic,B2,1,agency,대행사
V-map,Basic,B2,1,appealing,흥미로운
V-map,Basic,B2,1,appearance,외모
V-map,Basic,B2,1,attractive,매력적인
V-map,Basic,B2,1,barren,황량한
V-map,Basic,B2,1,be well known for,~으로 잘 알려져 있다
V-map,Basic,B2,1,border,국경
V-map,Basic,B2,1,burdensome,힘든
V-map,Basic,B2,1,characteristic,특징
V-map,Basic,B2,1,claim,"(소유권) 주장, 청구"
V-map,Basic,B2,1,confident,자신감 있는
V-map,Basic,B2,1,conform to,"~에 따르다, 순응하다"
V-map,Basic,B2,1,constantly,끊임없이
V-map,Basic,B2,1,control,지배
V-map,Basic,B2,1,custom,관습
V-map,Basic,B2,1,deny A B,A에게 B를 허용하지 않다
V-map,Basic,B2,1,despite,~에도 불구하고
V-map,Basic,B2,1,distinct,뚜렷이 다른
V-map,Basic,B2,1,due to + 명사(구),~ 때문에
V-map,Basic,B2,1,electronics,전자 제품
V-map,Basic,B2,1,extremely,극도로
V-map,Basic,B2,1,face,직면하다
V-map,Basic,B2,1,fight for,~을 위해 싸우다
V-map,Basic,B2,1,file,(소송 등을) 제기하다
V-map,Basic,B2,1,fine,벌금
V-map,Basic,B2,1,government,정부
V-map,Basic,B2,1,illegal,불법적인
V-map,Basic,B2,1,in one's shoes,~의 입장이 되어
V-map,Basic,B2,1,involved,관련된
V-map,Basic,B2,1,meet,충족시키다
V-map,Basic,B2,1,military force,군대
V-map,Basic,B2,1,minimum,최소한의
V-map,Basic,B2,1,negotiation,협상
V-map,Basic,B2,1,party,당사자
V-map,Basic,B2,1,plain,소박한
V-map,Basic,B2,1,refuse,거부하다
V-map,Basic,B2,1,region,지역
V-map,Basic,B2,1,reject,거부하다
V-map,Basic,B2,1,reluctance,꺼려함
V-map,Basic,B2,1,satisfy,만족시키다
V-map,Basic,B2,1,standard,기준
V-map,Basic,B2,1,submarine,잠수함
V-map,Basic,B2,1,sufficient,충분한
V-map,Basic,B2,1,super-skinny,극도로 마른
V-map,Basic,B2,1,take action,조치를 취하다
V-map,Basic,B2,1,transportation,교통수단
V-map,Basic,B2,1,typically,전형적으로
V-map,Basic,B2,1,unrealistic,비현실적인
V-map,Basic,B2,2,ability,능력
V-map,Basic,B2,2,accurate,정확한
V-map,Basic,B2,2,allow A + to부정사,A가 ~하는 것을 허락하다
V-map,Basic,B2,2,attach to,~에 붙이다
V-map,Basic,B2,2,attempt,시도하다
V-map,Basic,B2,2,aware,"알고 있는, 인지하고 있는"
V-map,Basic,B2,2,be able + to부정사,~할 수 있다
V-map,Basic,B2,2,be expected + to부정사,~할 것으로 예상되다
V-map,Basic,B2,2,blood pressure,혈압
V-map,Basic,B2,2,compete with,~와 경쟁하다
V-map,Basic,B2,2,complicated,복잡한
V-map,Basic,B2,2,cord,"끈, 줄"
V-map,Basic,B2,2,development,개발
V-map,Basic,B2,2,device,도구
V-map,Basic,B2,2,distracted,산만해진
V-map,Basic,B2,2,elastic,신축성 있는
V-map,Basic,B2,2,electronic,전자의
V-map,Basic,B2,2,eventually,결국
V-map,Basic,B2,2,field,분야
V-map,Basic,B2,2,functional,가동되는
V-map,Basic,B2,2,glowing,반짝이는
V-map,Basic,B2,2,hopefully,바라건대
V-map,Basic,B2,2,identify,"확인하다, 알아내다"
V-map,Basic,B2,2,immediately,"즉시, 당장"
V-map,Basic,B2,2,information,정보
V-map,Basic,B2,2,invention,발명품
V-map,Basic,B2,2,known as,~으로 알려진
V-map,Basic,B2,2,maintain,유지하다
V-map,Basic,B2,2,means,"수단, 방법"
V-map,Basic,B2,2,measure,측정하다
V-map,Basic,B2,2,medical,의학의
V-map,Basic,B2,2,modern,현대의
V-map,Basic,B2,2,normal,"보통의, 정상의"
V-map,Basic,B2,2,process,"처리하다, 과정"
V-map,Basic,B2,2,reaction,반응
V-map,Basic,B2,2,regular,"보통의, 평상시의"
V-map,Basic,B2,2,replace,대체하다
V-map,Basic,B2,2,risk,위험
V-map,Basic,B2,2,sensor,감지기
V-map,Basic,B2,2,stressed out,스트레스로 지친
V-map,Basic,B2,2,structure,구조
V-map,Basic,B2,2,technology,기술
V-map,Basic,B2,2,treat,치료하다
V-map,Basic,B2,2,ultimately,궁극적으로
V-map,Basic,B2,2,uneasy,불안한
V-map,Basic,B2,2,unique,독특한
V-map,Basic,B2,2,vehicle,"탈 것, 차량"
V-map,Basic,B2,2,vision,시력
V-map,Basic,B2,2,warn,경고하다
V-map,Basic,B2,2,wireless,무선의
V-map,Basic,B2,3,a number of,다수의
V-map,Basic,B2,3,alive,살아있는
V-map,Basic,B2,3,appropriate,적절한
V-map,Basic,B2,3,as a result of + 명사(구),~의 결과로서
V-map,Basic,B2,3,ash,재
V-map,Basic,B2,3,be equipped with,~을 갖추고 있다
V-map,Basic,B2,3,bead,구슬
V-map,Basic,B2,3,bury,묻다
V-map,Basic,B2,3,by mistake,실수로
V-map,Basic,B2,3,coffin,관
V-map,Basic,B2,3,continent,대륙
V-map,Basic,B2,3,cooperation,협력
V-map,Basic,B2,3,cost,비용
V-map,Basic,B2,3,create,만들어내다
V-map,Basic,B2,3,custom,관습
V-map,Basic,B2,3,decreasing,감소하는
V-map,Basic,B2,3,element,요소
V-map,Basic,B2,3,funeral,장례식
V-map,Basic,B2,3,give A control over B,A에게 B에 대한 통제력을 주다
V-map,Basic,B2,3,grade,성적
V-map,Basic,B2,3,homeschool,자택에서 교육하다
V-map,Basic,B2,3,horror,공포
V-map,Basic,B2,3,known for,~으로 알려진
V-map,Basic,B2,3,legend,전설
V-map,Basic,B2,3,material,자료
V-map,Basic,B2,3,miss out on,~을 놓치다
V-map,Basic,B2,3,mystery,미스터리
V-map,Basic,B2,3,nearly,거의
V-map,Basic,B2,3,necessary,필요한
V-map,Basic,B2,3,negative,부정적인
V-map,Basic,B2,3,option,선택권
V-map,Basic,B2,3,particularly,특히
V-map,Basic,B2,3,pursue,추구하다
V-map,Basic,B2,3,raise,기르다
V-map,Basic,B2,3,recommend,추천하다
V-map,Basic,B2,3,release,풀어주다
V-map,Basic,B2,3,remain,여전히 ~이다
V-map,Basic,B2,3,report,보도하다
V-map,Basic,B2,3,report card,성적표
V-map,Basic,B2,3,sewer,하수관
V-map,Basic,B2,3,slack off,"게으름을 부리다, 태만해지다"
V-map,Basic,B2,3,social skill,사교 능력
V-map,Basic,B2,3,spread,퍼뜨리다
V-map,Basic,B2,3,symbolic,상징적인
V-map,Basic,B2,3,turn A into B,A를 B로 바꾸다
V-map,Basic,B2,3,unique,독특한
V-map,Basic,B2,3,urban,도시의
V-map,Basic,B2,3,valuable,소중한
V-map,Basic,B2,3,version,"~판, 형태"
V-map,Basic,B2,3,vivid,생생한
V-map,Basic,B2,4,ability,능력
V-map,Basic,B2,4,addiction,중독
V-map,Basic,B2,4,as well,"역시, 또한"
V-map,Basic,B2,4,author,작가
V-map,Basic,B2,4,benefit,혜택
V-map,Basic,B2,4,capture,사로잡다
V-map,Basic,B2,4,category,"범주, 분류"
V-map,Basic,B2,4,code-breaking,암호 해독의
V-map,Basic,B2,4,compare,비교하다
V-map,Basic,B2,4,complex,복잡한
V-map,Basic,B2,4,create,창작하다
V-map,Basic,B2,4,curiosity,호기심
V-map,Basic,B2,4,decade,10년
V-map,Basic,B2,4,emotion,감정
V-map,Basic,B2,4,entertain,즐겁게 해주다
V-map,Basic,B2,4,entertaining,재미있는
V-map,Basic,B2,4,entirely,완전히
V-map,Basic,B2,4,ever since,"~이후로 줄곧, 계속"
V-map,Basic,B2,4,explanation,설명
V-map,Basic,B2,4,express,표현하다
V-map,Basic,B2,4,furthermore,게다가
